Session,Date,O_RTH,H_RTH,L_RTH,C_RTH,HOD_Time,LOD_Time,Extreme_First,PUV_Points,PDV_Points,PUV_Percent,PDV_Percent,RTH_Range_Points,Calendar_Days_Since_Previous_Complete,ATR_Sequence_Reset,Previous_Complete_RTH_Close,TR_RTH,ATR14_Previous,ATR14_End,PUV_ATR,PDV_ATR,RTH_Volume,Bar_Count,Duplicate_Bars
1690,2019-06-03,3513.25,3526,3491,3506,10:44:00,15:33:00,HOD_FIRST,12.75,22.25,0.36291183,0.63331673,35,3,0,3514.25,35,34.25960342,34.31248889,0.37215842,0.64945294,1803795,390,0
1691,2019-06-04,3531.5,3567.25,3526.25,3565.5,15:59:00,09:52:00,LOD_FIRST,35.75,5.25,1.01231771,0.14866204,41,1,0,3506,61.25,34.31248889,36.23659683,1.04189469,0.15300551,1351482,390,0
1692,2019-06-05,3583.5,3590.25,3563.25,3589.5,15:58:00,10:53:00,LOD_FIRST,6.75,20.25,0.18836333,0.56509,27,1,0,3565.5,27,36.23659683,35.57683991,0.18627577,0.55882731,1239927,390,0
1693,2019-06-06,3593,3615.25,3585.5,3607.25,15:39:00,10:31:00,LOD_FIRST,22.25,7.5,0.61925967,0.20873922,29.75,1,0,3589.5,29.75,35.57683991,35.16063706,0.62540687,0.2108113,1148548,390,0
1694,2019-06-07,3619,3648.5,3617,3635.75,11:03:00,09:32:00,LOD_FIRST,29.5,2,0.8151423,0.05526389,31.5,1,0,3607.25,41.25,35.16063706,35.59559156,0.83900641,0.05688179,1180137,390,0
1695,2019-06-10,3653,3668,3648.5,3649,11:56:00,15:58:00,HOD_FIRST,15,4.5,0.41062141,0.12318642,19.5,3,0,3635.75,32.25,35.59559156,35.35662073,0.4214005,0.12642015,1035957,390,0
1696,2019-06-11,3669.25,3673.75,3641.5,3648.5,09:36:00,13:00:00,HOD_FIRST,4.5,27.75,0.12264087,0.75628534,32.25,1,0,3649,32.25,35.35662073,35.13471925,0.12727461,0.78486008,1037976,390,0
1697,2019-06-12,3645.75,3652,3637.5,3643,09:31:00,12:16:00,HOD_FIRST,6.25,8.25,0.17143249,0.22629089,14.5,1,0,3648.5,14.5,35.13471925,33.66081073,0.17788672,0.23481047,815882,390,0
1698,2019-06-13,3652.75,3658.75,3645,3655.5,09:46:00,11:07:00,HOD_FIRST,6,7.75,0.1642598,0.21216891,13.75,1,0,3643,15.75,33.66081073,32.38146711,0.17824883,0.23023807,796491,390,0
1699,2019-06-14,3651.25,3658,3642.75,3650.75,15:39:00,09:56:00,LOD_FIRST,6.75,8.5,0.1848682,0.23279699,15.25,1,0,3655.5,15.25,32.38146711,31.15779089,0.20845257,0.26249583,430105,390,0
1700,2019-06-17,3653.25,3660.5,3649.75,3652.5,10:42:00,09:34:00,LOD_FIRST,7.25,3.5,0.19845343,0.09580511,10.75,3,0,3650.75,10.75,31.15779089,29.70009154,0.23268659,0.11233146,637503,390,0
1701,2019-06-18,3671.75,3694.25,3668,3681.25,11:03:00,09:33:00,LOD_FIRST,22.5,3.75,0.61278682,0.10213114,26.25,1,0,3652.5,41.75,29.70009154,30.56079928,0.75757342,0.12626224,1243006,390,0
1702,2019-06-19,3683.25,3694.5,3673,3688.75,15:55:00,14:01:00,LOD_FIRST,11.25,10.25,0.30543677,0.27828684,21.5,1,0,3681.25,21.5,30.56079928,29.91359934,0.36811864,0.33539699,1040332,390,0
1703,2019-06-20,3718.25,3721,3693.5,3716.25,15:56:00,12:20:00,LOD_FIRST,2.75,24.75,0.07395952,0.66563572,27.5,1,0,3688.75,32.25,29.91359934,30.0804851,0.09193143,0.82738288,1234232,390,0
1704,2019-06-21,3713.25,3727,3709.5,3712.75,11:09:00,09:51:00,LOD_FIRST,13.75,3.75,0.37029556,0.1009897,17.5,1,0,3716.25,17.5,30.0804851,29.18187902,0.45710699,0.12466554,1023434,390,0
1705,2019-06-24,3714,3717.75,3706.5,3708.75,10:31:00,15:58:00,HOD_FIRST,3.75,7.5,0.10096931,0.20193861,11.25,3,0,3712.75,11.25,29.18187902,27.90103052,0.1285044,0.25700881,681841,390,0
1706,2019-06-25,3708.75,3709,3677.75,3679.75,09:31:00,15:56:00,HOD_FIRST,0.25,31,0.00674082,0.83586114,31.25,1,0,3708.75,31.25,27.90103052,28.14024262,0.00896024,1.11107007,1118648,390,0
1707,2019-06-26,3689,3694.5,3674.75,3676.5,09:39:00,14:55:00,HOD_FIRST,5.5,14.25,0.14909189,0.38628355,19.75,1,0,3679.75,19.75,28.14024262,27.54093958,0.19544963,0.50639222,859208,390,0
1708,2019-06-27,3684,3691.25,3679.75,3685.75,13:35:00,11:20:00,LOD_FIRST,7.25,4.25,0.19679696,0.11536374,11.5,1,0,3676.5,14.75,27.54093958,26.62730104,0.26324447,0.15431572,704828,390,0
1709,2019-06-28,3696.25,3706.25,3690.5,3701,15:59:00,09:52:00,LOD_FIRST,10,5.75,0.27054447,0.15556307,15.75,1,0,3685.75,20.5,26.62730104,26.18963668,0.3755544,0.21594378,932481,390,0
1710,2019-07-01,3737,3739.5,3713.25,3726,09:42:00,14:31:00,HOD_FIRST,2.5,23.75,0.06689858,0.63553653,26.25,3,0,3701,38.5,26.18963668,27.06894834,0.09545761,0.90684725,1057525,390,0
1711,2019-07-02,3725.75,3734.75,3716.25,3734.5,16:00:00,12:35:00,LOD_FIRST,9,9.5,0.2415621,0.25498222,18.5,1,0,3726,18.5,27.06894834,26.4568806,0.33248429,0.35095564,851695,390,0
1712,2019-07-05,3743.5,3755.5,3729,3752.75,14:59:00,10:47:00,LOD_FIRST,12,14.5,0.32055563,0.38733805,26.5,3,0,3734.5,26.5,26.4568806,26.45996056,0.45356821,0.54806159,879992,390,0
1713,2019-07-08,3739.25,3742.5,3731,3737.5,10:17:00,14:26:00,HOD_FIRST,3.25,8.25,0.08691583,0.22063248,11.5,3,0,3752.75,21.75,26.45996056,26.12353481,0.12282709,0.31179185,736034,390,0
1714,2019-07-09,3724,3744,3723.5,3741.25,15:55:00,09:31:00,LOD_FIRST,20,0.5,0.53705693,0.01342642,20.5,1,0,3737.5,20.5,26.12353481,25.72185375,0.76559318,0.01913983,667197,390,0
1715,2019-07-10,3752.25,3765.25,3746.25,3754.5,09:55:00,11:21:00,HOD_FIRST,13,6,0.34645879,0.15990406,19,1,0,3741.25,24,25.72185375,25.5988642,0.50540681,0.23326468,1053659,390,0
1716,2019-07-11,3761.25,3764,3750.25,3761.25,09:46:00,14:22:00,HOD_FIRST,2.75,11,0.07311399,0.29245597,13.75,1,0,3754.5,13.75,25.5988642,24.75251675,0.10742664,0.42970656,877541,390,0
1717,2019-07-12,3766.75,3775.75,3763.25,3774.75,16:00:00,10:45:00,LOD_FIRST,9,3.5,0.23893277,0.0929183,12.5,1,0,3761.25,14.5,24.75251675,24.02019413,0.36359939,0.14139976,665179,390,0
1718,2019-07-15,3779.25,3779.25,3770.25,3775.75,09:31:00,12:47:00,HOD_FIRST,0,9,0,0.23814249,9,3,0,3774.75,9,24.02019413,22.94732312,0,0.37468473,584631,390,0
1719,2019-07-16,3774.5,3776.5,3762.25,3765.25,10:48:00,12:21:00,HOD_FIRST,2,12.25,0.05298715,0.3245463,14.25,1,0,3775.75,14.25,22.94732312,22.32608575,0.08715614,0.53383133,720645,390,0
1720,2019-07-17,3765,3767,3744.75,3745,09:36:00,16:00:00,HOD_FIRST,2,20.25,0.05312085,0.53784861,22.25,1,0,3765.25,22.25,22.32608575,22.32065106,0.08958131,0.90701076,766218,390,0
1721,2019-07-18,3738.5,3759.25,3733.5,3755.25,15:03:00,11:50:00,LOD_FIRST,20.75,5,0.55503544,0.13374348,25.75,1,0,3745,25.75,22.32065106,22.56560455,0.92963238,0.2240078,981984,390,0
1722,2019-07-19,3767,3767.5,3735.5,3737.5,09:31:00,16:00:00,HOD_FIRST,0.5,31.5,0.01327316,0.83620919,32,1,0,3755.25,32,22.56560455,23.23948994,0.02215762,1.39592981,1051668,390,0
1723,2019-07-22,3742.25,3751.25,3736.25,3745.5,15:04:00,10:54:00,LOD_FIRST,9,6,0.24049703,0.16033135,15,3,0,3737.5,15,23.23948994,22.65095495,0.38727184,0.25818123,779946,390,0
1724,2019-07-23,3757.75,3766,3748,3765.25,15:42:00,12:05:00,LOD_FIRST,8.25,9.75,0.21954627,0.25946377,18,1,0,3745.5,20.5,22.65095495,22.49731531,0.36422305,0.43044543,784163,390,0
1725,2019-07-24,3757.25,3779.75,3756.5,3779.25,15:56:00,09:31:00,LOD_FIRST,22.5,0.75,0.59884224,0.01996141,23.25,1,0,3765.25,23.25,22.49731531,22.5510785,1.00011933,0.03333731,758337,390,0
1726,2019-07-25,3774.75,3775.5,3755.75,3764.5,09:31:00,12:42:00,HOD_FIRST,0.75,19,0.01986887,0.50334459,19.75,1,0,3779.25,23.5,22.5510785,22.61885861,0.03325783,0.84253177,989242,390,0
1727,2019-07-26,3772.5,3787.25,3771,3784.5,15:37:00,09:32:00,LOD_FIRST,14.75,1.5,0.39098741,0.03976143,16.25,1,0,3764.5,22.75,22.61885861,22.62822585,0.65211071,0.06631634,671943,390,0
1728,2019-07-29,3783.75,3784,3773.25,3779.25,09:32:00,10:12:00,HOD_FIRST,0.25,10.5,0.0066072,0.27750248,10.75,3,0,3784.5,11.25,22.62822585,21.81549543,0.01104815,0.46402224,622616,390,0
1729,2019-07-30,3763.5,3776,3759.25,3772.5,14:06:00,09:33:00,LOD_FIRST,12.5,4.25,0.33213764,0.1129268,16.75,1,0,3779.25,20,21.81549543,21.68581719,0.57298722,0.19481565,838515,390,0
1730,2019-07-31,3774,3776.25,3715.75,3737.25,11:58:00,14:54:00,HOD_FIRST,2.25,58.25,0.05961844,1.54345522,60.5,1,0,3772.5,60.5,21.68581719,24.45825882,0.10375445,2.68608739,1547323,390,0
1731,2019-08-01,3739,3772,3702.25,3711.75,11:47:00,14:44:00,HOD_FIRST,33,36.75,0.88258893,0.98288312,69.75,1,0,3737.25,69.75,24.45825882,27.69338319,1.3492375,1.50255994,2220719,390,0
1732,2019-08-02,3701.25,3703.75,3671.25,3689.75,09:40:00,11:02:00,HOD_FIRST,2.5,30,0.06754475,0.81053698,32.5,1,0,3711.75,40.5,27.69338319,28.60814153,0.09027427,1.08329126,1674919,390,0
1733,2019-08-05,3642.75,3644,3578.25,3602,09:32:00,15:10:00,HOD_FIRST,1.25,64.5,0.03431473,1.77064031,65.75,3,0,3689.75,111.5,28.60814153,34.52898856,0.04369386,2.25460294,2205839,390,0
1734,2019-08-06,3620.5,3641.5,3603.75,3639.25,15:51:00,11:21:00,LOD_FIRST,21,16.75,0.58003038,0.46264328,37.75,1,0,3602,39.5,34.52898856,34.88406081,0.60818463,0.48509964,1581226,390,0
1735,2019-08-07,3605,3649.25,3581,3641,15:40:00,09:48:00,LOD_FIRST,44.25,24,1.22746186,0.66574202,68.25,1,0,3639.25,68.25,34.88406081,37.26734218,1.26848764,0.6879933,1910562,390,0
1736,2019-08-08,3656.25,3696.75,3650.25,3696.75,16:00:00,09:52:00,LOD_FIRST,40.5,6,1.10769231,0.16410256,46.5,1,0,3641,55.75,37.26734218,38.58753202,1.08674238,0.16099887,1270492,390,0
1737,2019-08-09,3686.5,3693.25,3656.75,3676.25,09:39:00,11:59:00,HOD_FIRST,6.75,29.75,0.1831005,0.80699851,36.5,1,0,3696.75,40,38.58753202,38.68842259,0.17492697,0.77097442,1548417,390,0
1738,2019-08-12,3659.75,3666,3630.25,3641.25,10:27:00,15:00:00,HOD_FIRST,6.25,29.5,0.17077669,0.80606599,35.75,3,0,3676.25,46,38.68842259,39.21067812,0.16154704,0.76250201,1241837,390,0
1739,2019-08-13,3637.5,3702,3633.5,3685,10:28:00,09:33:00,LOD_FIRST,64.5,4,1.77319588,0.10996564,68.5,1,0,3641.25,68.5,39.21067812,41.30277254,1.64496007,0.10201303,1661463,390,0
1740,2019-08-14,3640.25,3647.5,3597,3599,09:40:00,15:25:00,HOD_FIRST,7.25,43.25,0.19916215,1.18810521,50.5,1,0,3685,88,41.30277254,44.63828879,0.17553301,1.0471452,2046236,390,0
1741,2019-08-15,3608,3615.5,3582.75,3605.75,10:13:00,13:54:00,HOD_FIRST,7.5,25.25,0.2078714,0.6998337,32.75,1,0,3599,32.75,44.63828879,43.7891253,0.16801719,0.56565788,1506548,390,0
1742,2019-08-16,3623.5,3652.5,3622.75,3647.75,15:56:00,09:31:00,LOD_FIRST,29,0.75,0.80033117,0.02069822,29.75,1,0,3605.75,46.75,43.7891253,44.00061635,0.66226488,0.01712754,1059655,390,0
1743,2019-08-19,3681.25,3690,3673.25,3682.25,13:21:00,10:14:00,LOD_FIRST,8.75,8,0.237691,0.21731749,16.75,3,0,3647.75,42.25,44.00061635,43.87557233,0.19886085,0.18181563,844915,390,0
1744,2019-08-20,3676.5,3682.25,3658,3658.75,11:13:00,16:00:00,HOD_FIRST,5.75,18.5,0.15639875,0.50319597,24.25,1,0,3682.25,24.25,43.87557233,42.47374573,0.13105242,0.42164692,1073200,390,0
1745,2019-08-21,3683.25,3687.25,3675.75,3682.5,09:46:00,14:01:00,HOD_FIRST,4,7.5,0.10859974,0.20362452,11.5,1,0,3658.75,28.5,42.47374573,41.47562104,0.09417582,0.17657967,803973,390,0
1746,2019-08-22,3690.25,3697.5,3662,3681,09:45:00,11:00:00,HOD_FIRST,7.25,28.25,0.19646365,0.76553079,35.5,1,0,3682.5,35.5,41.47562104,41.04879096,0.17480148,0.68112301,1061781,390,0
1747,2019-08-23,3667.25,3685.5,3591.75,3605.5,10:41:00,15:56:00,HOD_FIRST,18.25,75.5,0.4976481,2.05876338,93.75,1,0,3681,93.75,41.04879096,44.81316304,0.44459288,1.83927463,2146832,390,0
1748,2019-08-26,3630.25,3637.75,3613,3637.25,16:00:00,10:19:00,LOD_FIRST,7.5,17.25,0.20659734,0.47517389,24.75,3,0,3605.5,32.25,44.81316304,43.91579425,0.16736154,0.38493154,1018335,390,0
1749,2019-08-27,3653,3657.25,3617.75,3625.75,09:49:00,13:01:00,HOD_FIRST,4.25,35.25,0.11634273,0.96496031,39.5,1,0,3637.25,39.5,43.91579425,43.60038038,0.09677612,0.80267249,1095717,390,0
1750,2019-08-28,3618.5,3648.25,3609.5,3646,15:20:00,09:40:00,LOD_FIRST,29.75,9,0.82216388,0.24872185,38.75,1,0,3625.75,38.75,43.60038038,43.25392463,0.6823335,0.20642022,987964,390,0
1751,2019-08-29,3674.25,3688.5,3663,3682.5,14:15:00,10:38:00,LOD_FIRST,14.25,11.25,0.38783425,0.30618494,25.5,1,0,3646,42.5,43.25392463,43.20007287,0.32944987,0.26009201,968871,390,0
1752,2019-08-30,3699.25,3699.5,3671,3681,09:31:00,11:26:00,HOD_FIRST,0.25,28.25,0.00675813,0.76366831,28.5,1,0,3682.5,28.5,43.20007287,42.15006767,0.00578703,0.65393408,1161017,390,0
1753,2019-09-03,3661.75,3672.25,3648.75,3664,09:56:00,10:16:00,HOD_FIRST,10.5,13,0.28674814,0.35502151,23.5,4,0,3681,32.25,42.15006767,41.44291998,0.24910992,0.30842181,1192449,390,0
1754,2019-09-04,3687.75,3696.75,3679.25,3696,15:51:00,10:15:00,LOD_FIRST,9,8.5,0.24405125,0.23049285,17.5,1,0,3664,32.75,41.44291998,40.82199712,0.21716617,0.20510138,792415,390,0
1755,2019-09-05,3723.75,3744.25,3722.25,3734,10:20:00,09:31:00,LOD_FIRST,20.5,1.5,0.55052031,0.04028197,22,1,0,3696,48.25,40.82199712,41.35256876,0.50218023,0.0367449,1116330,390,0
1756,2019-09-06,3737.75,3743.5,3730,3736.5,13:31:00,09:45:00,LOD_FIRST,5.75,7.75,0.15383586,0.20734399,13.5,1,0,3734,13.5,41.35256876,39.36309956,0.13904819,0.18741278,773906,390,0
1757,2019-09-09,3747.25,3748,3727.25,3737,09:31:00,12:37:00,HOD_FIRST,0.75,20,0.02001468,0.53372473,20.75,3,0,3736.5,20.75,39.36309956,38.03359245,0.01905338,0.50809007,916633,390,0
1758,2019-09-10,3729,3737.5,3715,3737.25,16:00:00,10:14:00,LOD_FIRST,8.5,14,0.22794315,0.37543577,22.5,1,0,3737,22.5,38.03359245,36.92405013,0.22348665,0.36809565,1088860,390,0
1759,2019-09-11,3739.75,3758.75,3732.5,3758.25,16:00:00,09:35:00,LOD_FIRST,19,7.25,0.50805535,0.19386323,26.25,1,0,3737.25,26.25,36.92405013,36.16161798,0.51456977,0.19634899,962750,390,0
1760,2019-09-12,3767.25,3779.5,3758.75,3767.5,13:03:00,09:52:00,LOD_FIRST,12.25,8.5,0.32517088,0.22562877,20.75,1,0,3758.25,21.25,36.16161798,35.09650241,0.33875697,0.23505585,1072254,390,0
1761,2019-09-13,3772.5,3776.5,3761.25,3765.25,11:09:00,15:16:00,HOD_FIRST,4,11.25,0.10603048,0.29821074,15.25,1,0,3767.5,15.25,35.09650241,33.67889509,0.11397147,0.32054476,468599,390,0
1762,2019-09-16,3752.5,3760.5,3748.5,3755.5,10:07:00,12:00:00,HOD_FIRST,8,4,0.21319121,0.1065956,12,3,0,3765.25,16.75,33.67889509,32.4696883,0.23753748,0.11876874,643845,390,0
1763,2019-09-17,3753.5,3764.25,3751.75,3763.25,16:00:00,09:31:00,LOD_FIRST,10.75,1.75,0.28639936,0.04662315,12.5,1,0,3755.5,12.5,32.4696883,31.04328199,0.33107802,0.05389642,625004,390,0
1764,2019-09-18,3758.75,3766,3736,3764.75,15:46:00,14:49:00,LOD_FIRST,7.25,22.75,0.19288327,0.60525441,30,1,0,3763.25,30,31.04328199,30.96876185,0.23354489,0.73284777,1038943,390,0
1765,2019-09-19,3768.75,3779.75,3760,3763.5,11:38:00,15:54:00,HOD_FIRST,11,8.75,0.29187396,0.23217247,19.75,1,0,3764.75,19.75,30.96876185,30.16742172,0.35519664,0.28254278,842843,390,0
1766,2019-09-20,3770.25,3773.25,3740.5,3747.5,09:43:00,13:18:00,HOD_FIRST,3,29.75,0.07957032,0.78907234,32.75,1,0,3763.5,32.75,30.16742172,30.3518916,0.09944502,0.98616316,1070553,390,0
1767,2019-09-23,3741.5,3756,3738.75,3748.75,15:10:00,09:33:00,LOD_FIRST,14.5,2.75,0.3875451,0.07349993,17.25,3,0,3747.5,17.25,30.3518916,29.4160422,0.4777297,0.09060391,713672,390,0
1768,2019-09-24,3760.25,3764.5,3713.75,3724,09:57:00,13:24:00,HOD_FIRST,4.25,46.5,0.1130244,1.23661991,50.75,1,0,3748.75,50.75,29.4160422,30.93989633,0.14447899,1.5807701,1636920,390,0
1769,2019-09-25,3725,3747,3709,3741.75,15:51:00,10:02:00,LOD_FIRST,22,16,0.59060403,0.4295302,38,1,0,3724,38,30.93989633,31.44418945,0.71105603,0.51713166,1100921,390,0
1770,2019-09-26,3741.75,3743.75,3719.5,3735,15:34:00,11:26:00,LOD_FIRST,2,22.25,0.05345093,0.59464154,24.25,1,0,3741.75,24.25,31.44418945,30.93031877,0.06360476,0.70760291,1055023,390,0
1771,2019-09-27,3743.5,3744.75,3701.5,3718,09:32:00,14:53:00,HOD_FIRST,1.25,42,0.03339121,1.1219447,43.25,1,0,3735,43.25,30.93031877,31.810296,0.04041342,1.35789095,1339623,390,0
1772,2019-09-30,3724.25,3740.25,3723.5,3733,13:50:00,09:37:00,LOD_FIRST,16,0.75,0.4296167,0.02013828,16.75,3,0,3718,22.25,31.810296,31.12741772,0.5029818,0.02357727,792449,390,0
1773,2019-10-01,3742,3749.25,3693.75,3695.75,09:49:00,14:10:00,HOD_FIRST,7.25,48.25,0.19374666,1.28941742,55.5,1,0,3733,55.5,31.12741772,32.86831645,0.23291363,1.5500804,1311584,390,0
1774,2019-10-02,3678.5,3679,3629.25,3643.25,09:31:00,12:56:00,HOD_FIRST,0.5,49.25,0.0135925,1.33886095,49.75,1,0,3695.75,66.5,32.86831645,35.27057956,0.01521222,1.49840349,1636165,390,0
1775,2019-10-03,3640.5,3666.5,3610.25,3666.25,16:00:00,10:09:00,LOD_FIRST,26,30.25,0.71418761,0.83092982,56.25,1,0,3643.25,56.25,35.27057956,36.76910959,0.73715829,0.85765531,1589926,390,0
1776,2019-10-04,3673.75,3708.5,3672.75,3706,15:57:00,09:31:00,LOD_FIRST,34.75,1,0.94589997,0.02722014,35.75,1,0,3666.25,42.25,36.76910959,37.16060176,0.9450868,0.02719674,1013270,390,0
1777,2019-10-07,3696.75,3714.75,3689.5,3693,13:40:00,09:48:00,LOD_FIRST,18,7.25,0.48691418,0.19611821,25.25,3,0,3706,25.25,37.16060176,36.3098445,0.48438398,0.1950991,963725,390,0
1778,2019-10-08,3671.5,3680,3646,3647,14:51:00,16:00:00,HOD_FIRST,8.5,25.5,0.23151301,0.69453902,34,1,0,3693,47,36.3098445,37.07342703,0.23409629,0.70228888,1383451,390,0
1779,2019-10-09,3669,3684.75,3661.75,3673.75,15:40:00,11:14:00,LOD_FIRST,15.75,7.25,0.42927228,0.19760153,23,1,0,3647,37.75,37.07342703,37.12175367,0.42483259,0.19555786,840787,390,0
1780,2019-10-10,3672.75,3703.5,3671,3694,11:15:00,09:31:00,LOD_FIRST,30.75,1.75,0.83724729,0.04764822,32.5,1,0,3673.75,32.5,37.12175367,36.79162841,0.82835526,0.04714217,979241,390,0
1781,2019-10-11,3724,3749.25,3722.75,3723.75,11:35:00,12:33:00,HOD_FIRST,25.25,1.25,0.67803437,0.03356606,26.5,1,0,3694,55.25,36.79162841,38.11008352,0.68629743,0.03397512,1261255,390,0
1782,2019-10-14,3720.25,3727.75,3716.75,3721,11:01:00,09:41:00,LOD_FIRST,7.5,3.5,0.20159935,0.0940797,11,3,0,3723.75,11,38.11008352,36.17364899,0.19679831,0.09183921,496514,390,0
1783,2019-10-15,3732,3758.5,3730.75,3750.75,14:24:00,09:31:00,LOD_FIRST,26.5,1.25,0.71007503,0.03349411,27.75,1,0,3721,37.5,36.17364899,36.26838834,0.73257746,0.03455554,852958,390,0
1784,2019-10-16,3744.75,3752.75,3740,3745.75,11:02:00,10:07:00,LOD_FIRST,8,4.75,0.21363242,0.12684425,12.75,1,0,3750.75,12.75,36.26838834,34.58850346,0.22057776,0.13096805,763478,390,0
1785,2019-10-17,3757.5,3763.25,3745.75,3753,10:17:00,12:04:00,HOD_FIRST,5.75,11.75,0.15302728,0.31270792,17.5,1,0,3745.75,17.5,34.58850346,33.36789607,0.16624021,0.33970825,756005,390,0
1786,2019-10-18,3747,3754.25,3730.25,3740.25,09:49:00,12:21:00,HOD_FIRST,7.25,16.75,0.19348812,0.44702429,24,1,0,3753,24,33.36789607,32.69876064,0.21727471,0.50197951,983972,390,0
1787,2019-10-21,3754.75,3762.75,3749.75,3761,15:56:00,10:07:00,LOD_FIRST,8,5,0.21306345,0.13316466,13,3,0,3740.25,22.5,32.69876064,31.97027774,0.24465759,0.15291099,627391,390,0
1788,2019-10-22,3766.25,3769.25,3749.5,3750.5,10:59:00,16:00:00,HOD_FIRST,3,16.75,0.07965483,0.44473946,19.75,1,0,3761,19.75,31.97027774,31.09740075,0.09383716,0.52392413,850559,390,0
1789,2019-10-23,3747.25,3759.75,3745,3758.75,16:00:00,09:37:00,LOD_FIRST,12.5,2.25,0.33357796,0.06004403,14.75,1,0,3750.5,14.75,31.09740075,29.92972927,0.40196286,0.07235331,712234,390,0
1790,2019-10-24,3769,3770.5,3754,3763.75,09:31:00,10:31:00,HOD_FIRST,1.5,15,0.03979836,0.39798355,16.5,1,0,3758.75,16.5,29.92972927,28.9704629,0.05011739,0.50117393,801833,390,0
1791,2019-10-25,3756.75,3781.75,3756.5,3776.25,11:27:00,09:31:00,LOD_FIRST,25,0.25,0.66546882,0.00665469,25.25,1,0,3763.75,25.25,28.9704629,28.70471555,0.8629479,0.00862948,856333,390,0
1792,2019-10-28,3788.5,3798,3788.5,3793,10:34:00,09:31:00,LOD_FIRST,9.5,0,0.25075888,0,9.5,3,0,3776.25,21.75,28.70471555,28.20795015,0.33095608,0,784385,390,0
1793,2019-10-29,3789.25,3801.5,3787.5,3791,10:48:00,09:33:00,LOD_FIRST,12.25,1.75,0.32328297,0.04618328,14,1,0,3793,14,28.20795015,27.19309657,0.43427473,0.06203925,809275,390,0
1794,2019-10-30,3793.25,3804.25,3778.5,3800.25,15:25:00,10:05:00,LOD_FIRST,11,14.75,0.2899888,0.38884861,25.75,1,0,3791,25.75,27.19309657,27.09001824,0.40451443,0.54241708,939492,390,0
1795,2019-10-31,3799.25,3799.75,3775.5,3791.25,09:31:00,10:36:00,HOD_FIRST,0.5,23.75,0.01316049,0.62512338,24.25,1,0,3800.25,24.75,27.09001824,26.92287408,0.01845698,0.87670668,1300364,390,0
1796,2019-11-01,3807,3820.25,3805.5,3820,16:00:00,09:34:00,LOD_FIRST,13.25,1.5,0.34804308,0.0394011,14.75,1,0,3791.25,29,26.92287408,27.07124022,0.49214657,0.05571471,928002,390,0
1797,2019-11-04,3836.75,3838.25,3827.75,3831.75,09:31:00,15:16:00,HOD_FIRST,1.5,9,0.03909559,0.23457353,10.5,3,0,3820,18.25,27.07124022,26.44115163,0.05540936,0.33245614,850352,390,0
1798,2019-11-05,3834.25,3837.25,3825,3828,10:02:00,10:46:00,HOD_FIRST,3,9.25,0.07824216,0.24124666,12.25,1,0,3831.75,12.25,26.44115163,25.42749794,0.11345951,0.34983348,843619,390,0
1799,2019-11-06,3828.5,3832.25,3818.25,3829.25,11:45:00,11:55:00,HOD_FIRST,3.75,10.25,0.09794959,0.26772888,14,1,0,3828,14,25.42749794,24.61124809,0.14747814,0.40310691,832020,390,0
1800,2019-11-07,3843.25,3852.25,3834,3839.75,12:00:00,15:22:00,HOD_FIRST,9,9.25,0.2341768,0.24068171,18.25,1,0,3829.25,23,24.61124809,24.49615894,0.36568645,0.37584441,1015552,390,0
1801,2019-11-08,3835.25,3847.25,3827.75,3847.25,16:00:00,10:02:00,LOD_FIRST,12,7.5,0.31288703,0.1955544,19.5,1,0,3839.75,19.5,24.49615894,24.13929045,0.48987272,0.30617045,768951,390,0
1802,2019-11-11,3831.25,3842.5,3829.75,3841,13:45:00,09:32:00,LOD_FIRST,11.25,1.5,0.29363785,0.03915171,12.75,3,0,3847.25,17.5,24.13929045,23.66505541,0.46604518,0.06213936,560929,390,0
1803,2019-11-12,3844.5,3857.25,3838.25,3846.5,10:42:00,14:56:00,HOD_FIRST,12.75,6.25,0.33164261,0.16256991,19,1,0,3841,19,23.66505541,23.33183717,0.53876907,0.26410249,867900,390,0
1804,2019-11-13,3835.75,3852.25,3833.25,3847.75,13:54:00,09:33:00,LOD_FIRST,16.5,2.5,0.43016359,0.0651763,19,1,0,3846.5,19,23.33183717,23.02242023,0.7071882,0.10714973,941127,390,0
1805,2019-11-14,3843.75,3852.5,3837,3851.5,15:52:00,11:49:00,LOD_FIRST,8.75,6.75,0.22764228,0.17560976,15.5,1,0,3847.75,15.5,23.02242023,22.4851045,0.3800643,0.29319246,784037,390,0
1806,2019-11-15,3866,3874.5,3858.5,3874.5,16:00:00,10:00:00,LOD_FIRST,8.5,7.5,0.21986549,0.19399897,16,1,0,3851.5,23,22.4851045,22.52188275,0.37802804,0.33355415,832201,390,0
1807,2019-11-18,3871.25,3878.75,3866.25,3876.25,14:36:00,10:30:00,LOD_FIRST,7.5,5,0.19373587,0.12915725,12.5,3,0,3874.5,12.5,22.52188275,21.80603398,0.33300946,0.22200631,690115,390,0
1808,2019-11-19,3882.75,3883.25,3868,3874.75,09:31:00,10:57:00,HOD_FIRST,0.5,14.75,0.01287747,0.37988539,15.25,1,0,3876.25,15.25,21.80603398,21.33774584,0.02292943,0.67641828,877776,390,0
